YEAR,AVG,HH,HT,KT,LG,LT,NC,OB,SK,SS,WO
2016,0.2925407925407925,1,0,0,0,0,0,0,0,0,0
2016,0.2822014051522248,1,0,0,0,0,0,0,0,0,0
2016,0.3246606334841629,1,0,0,0,0,0,0,0,0,0
2016,0.2956926658905704,1,0,0,0,0,0,0,0,0,0
2016,0.2862108922363847,1,0,0,0,0,0,0,0,0,0
2016,0.3177142857142857,1,0,0,0,0,0,0,0,0,0
2016,0.28901734104046245,1,0,0,0,0,0,0,0,0,0
2016,0.29698375870069604,1,0,0,0,0,0,0,0,0,0
2016,0.31228473019517794,1,0,0,0,0,0,0,0,0,0
2016,0.2913294797687861,1,0,0,0,0,0,0,0,0,0
2016,0.2948717948717949,1,0,0,0,0,0,0,0,0,0
2016,0.317351598173516,1,0,0,0,0,0,0,0,0,0
2016,0.2880184331797235,1,0,0,0,0,0,0,0,0,0
2016,0.2961672473867596,1,0,0,0,0,0,0,0,0,0
2016,0.31833910034602075,1,0,0,0,0,0,0,0,0,0
2016,0.292964244521338,1,0,0,0,0,0,0,0,0,0
2016,0.2997685185185185,1,0,0,0,0,0,0,0,0,0
2016,0.31530494821634064,1,0,0,0,0,0,0,0,0,0
2016,0.2918108419838524,1,0,0,0,0,0,0,0,0,0
2016,0.29638273045507585,1,0,0,0,0,0,0,0,0,0
2016,0.3142201834862385,1,0,0,0,0,0,0,0,0,0
2016,0.2913294797687861,1,0,0,0,0,0,0,0,0,0
2016,0.30127462340672073,1,0,0,0,0,0,0,0,0,0
2016,0.31228473019517794,1,0,0,0,0,0,0,0,0,0
2016,0.2934407364787112,1,0,0,0,0,0,0,0,0,0
2016,0.3032407407407408,1,0,0,0,0,0,0,0,0,0
2016,0.30919540229885056,1,0,0,0,0,0,0,0,0,0
2016,0.2958715596330275,1,0,0,0,0,0,0,0,0,0
2016,0.3079584775086505,1,0,0,0,0,0,0,0,0,0
2016,0.3017341040462428,1,0,0,0,0,0,0,0,0,0
2016,0.29050925925925924,1,0,0,0,0,0,0,0,0,0
2016,0.302540415704388,1,0,0,0,0,0,0,0,0,0
2016,0.3048498845265589,1,0,0,0,0,0,0,0,0,0
2016,0.2888631090487239,1,0,0,0,0,0,0,0,0,0
2016,0.3079584775086505,1,0,0,0,0,0,0,0,0,0
2016,0.3033448673587082,1,0,0,0,0,0,0,0,0,0
2016,0.29411764705882354,1,0,0,0,0,0,0,0,0,0
2016,0.3023255813953488,1,0,0,0,0,0,0,0,0,0
2016,0.3048498845265589,1,0,0,0,0,0,0,0,0,0
2016,0.2976744186046512,1,0,0,0,0,0,0,0,0,0
2016,0.3030998851894374,1,0,0,0,0,0,0,0,0,0
2016,0.30369515011547343,1,0,0,0,0,0,0,0,0,0
2016,0.2954808806488992,1,0,0,0,0,0,0,0,0,0
2016,0.30619266055045874,1,0,0,0,0,0,0,0,0,0
2016,0.30264672036823936,1,0,0,0,0,0,0,0,0,0
2016,0.2925969447708578,1,0,0,0,0,0,0,0,0,0
2016,0.3089244851258581,1,0,0,0,0,0,0,0,0,0
2016,0.3017341040462428,1,0,0,0,0,0,0,0,0,0
2016,0.2939787485242031,1,0,0,0,0,0,0,0,0,0
2016,0.3076923076923077,1,0,0,0,0,0,0,0,0,0
2016,0.29779837775202783,1,0,0,0,0,0,0,0,0,0
2016,0.2960372960372961,1,0,0,0,0,0,0,0,0,0
2016,0.31206496519721577,1,0,0,0,0,0,0,0,0,0
2016,0.2965116279069768,1,0,0,0,0,0,0,0,0,0
2016,0.2888888888888889,1,0,0,0,0,0,0,0,0,0
2016,0.3137931034482759,1,0,0,0,0,0,0,0,0,0
2016,0.30034924330617,1,0,0,0,0,0,0,0,0,0
2016,0.2912280701754386,1,0,0,0,0,0,0,0,0,0
2016,0.3132947976878613,1,0,0,0,0,0,0,0,0,0
2016,0.29826589595375724,1,0,0,0,0,0,0,0,0,0
2016,0.2868852459016393,1,0,0,0,0,0,0,0,0,0
2016,0.3108265424912689,1,0,0,0,0,0,0,0,0,0
2016,0.3002309468822171,1,0,0,0,0,0,0,0,0,0
2016,0.2885514018691589,1,0,0,0,0,0,0,0,0,0
2016,0.31170336037079954,1,0,0,0,0,0,0,0,0,0
2016,0.2902467685076381,1,0,0,0,0,0,0,0,0,0
2016,0.2870478413068845,1,0,0,0,0,0,0,0,0,0
2016,0.3141542002301496,1,0,0,0,0,0,0,0,0,0
2016,0.2874109263657957,1,0,0,0,0,0,0,0,0,0
2016,0.3123543123543124,0,0,0,0,0,1,0,0,0,0
2016,0.2947976878612717,0,0,0,0,0,1,0,0,0,0
2016,0.28624078624078625,0,0,0,0,0,1,0,0,0,0
2016,0.2946107784431138,0,0,0,0,0,1,0,0,0,0
2016,0.3039906103286385,0,0,0,0,0,1,0,0,0,0
2016,0.29965556831228474,0,0,0,0,0,1,0,0,0,0
2016,0.28343558282208586,0,0,0,0,0,1,0,0,0,0
2016,0.3048065650644783,0,0,0,0,0,1,0,0,0,0
2016,0.29466357308584684,0,0,0,0,0,1,0,0,0,0
2016,0.2819875776397516,0,0,0,0,0,1,0,0,0,0
2016,0.2982248520710059,0,0,0,0,0,1,0,0,0,0
2016,0.2956120092378753,0,0,0,0,0,1,0,0,0,0
2016,0.28074534161490683,0,0,0,0,0,1,0,0,0,0
2016,0.298932384341637,0,0,0,0,0,1,0,0,0,0
2016,0.2947976878612717,0,0,0,0,0,1,0,0,0,0
2016,0.281134401972873,0,0,0,0,0,1,0,0,0,0
2016,0.2989449003516999,0,0,0,0,0,1,0,0,0,0
2016,0.2878965922444183,0,0,0,0,0,1,0,0,0,0
2016,0.2878048780487805,0,0,0,0,0,1,0,0,0,0
2016,0.30292397660818715,0,0,0,0,0,1,0,0,0,0
2016,0.2841981132075472,0,0,0,0,0,1,0,0,0,0
2016,0.2900485436893204,0,0,0,0,0,1,0,0,0,0
2016,0.30116279069767443,0,0,0,0,0,1,0,0,0,0
2016,0.2840095465393795,0,0,0,0,0,1,0,0,0,0
2016,0.2932692307692308,0,0,0,0,0,1,0,0,0,0
2016,0.30751445086705204,0,0,0,0,0,1,0,0,0,0
2016,0.28053204353083433,0,0,0,0,0,1,0,0,0,0
2016,0.2894736842105263,0,0,0,0,0,1,0,0,0,0
2016,0.3114186851211073,0,0,0,0,0,1,0,0,0,0
2016,0.2749391727493917,0,0,0,0,0,1,0,0,0,0
2016,0.296076099881094,0,0,0,0,0,1,0,0,0,0
2016,0.3154205607476636,0,0,0,0,0,1,0,0,0,0
2016,0.27912621359223305,0,0,0,0,0,1,0,0,0,0
2016,0.2972651605231867,0,0,0,0,0,1,0,0,0,0
2016,0.322093023255814,0,0,0,0,0,1,0,0,0,0
2016,0.27383863080684595,0,0,0,0,0,1,0,0,0,0
2016,0.2932061978545888,0,0,0,0,0,1,0,0,0,0
2016,0.3225433526011561,0,0,0,0,0,1,0,0,0,0
2016,0.2663378545006165,0,0,0,0,0,1,0,0,0,0
2016,0.29940828402366865,0,0,0,0,0,1,0,0,0,0
2016,0.3314285714285714,0,0,0,0,0,1,0,0,0,0
2016,0.255,0,0,0,0,0,1,0,0,0,0
2016,0.2965599051008304,0,0,0,0,0,1,0,0,0,0
2016,0.3283582089552239,0,0,0,0,0,1,0,0,0,0
2016,0.26243781094527363,0,0,0,0,0,1,0,0,0,0
2016,0.29131985731272303,0,0,0,0,0,1,0,0,0,0
2016,0.3189066059225513,0,0,0,0,0,1,0,0,0,0
2016,0.2635561160151324,0,0,0,0,0,1,0,0,0,0
2016,0.2971698113207547,0,0,0,0,0,1,0,0,0,0
2016,0.3127147766323024,0,0,0,0,0,1,0,0,0,0
2016,0.26875,0,0,0,0,0,1,0,0,0,0
2016,0.3019976498237368,0,0,0,0,0,1,0,0,0,0
2016,0.3070776255707763,0,0,0,0,0,1,0,0,0,0
2016,0.2730673316708229,0,0,0,0,0,1,0,0,0,0
2016,0.303886925795053,0,0,0,0,0,1,0,0,0,0
2016,0.3097949886104784,0,0,0,0,0,1,0,0,0,0
2016,0.27284105131414266,0,0,0,0,0,1,0,0,0,0
2016,0.3033838973162194,0,0,0,0,0,1,0,0,0,0
2016,0.3030998851894374,0,0,0,0,0,1,0,0,0,0
2016,0.27125,0,0,0,0,0,1,0,0,0,0
2016,0.3017543859649123,0,0,0,0,0,1,0,0,0,0
2016,0.2988505747126437,0,0,0,0,0,1,0,0,0,0
2016,0.27556109725685785,0,0,0,0,0,1,0,0,0,0
2016,0.2984723854289072,0,0,0,0,0,1,0,0,0,0
2016,0.28637951105937137,0,0,0,0,0,1,0,0,0,0
2016,0.2851851851851852,0,0,0,0,0,1,0,0,0,0
2016,0.29940828402366865,0,0,0,0,0,1,0,0,0,0
2016,0.29036004645760743,0,0,0,0,0,1,0,0,0,0
2016,0.2851851851851852,0,0,0,0,0,1,0,0,0,0
2016,0.298932384341637,0,0,0,0,0,1,0,0,0,0
2016,0.2937062937062937,0,0,0,0,0,1,0,0,0,0
2016,0.2855392156862745,0,0,0,0,0,1,0,0,0,0
2016,0.3004750593824228,0,0,0,0,0,1,0,0,0,0
2016,0.3037214885954382,0,1,0,0,0,0,0,0,0,0
2016,0.274251497005988,0,1,0,0,0,0,0,0,0,0
2016,0.3138602520045819,0,1,0,0,0,0,0,0,0,0
2016,0.2932862190812721,0,1,0,0,0,0,0,0,0,0
2016,0.30288461538461536,0,1,0,0,0,0,0,0,0,0
2016,0.28080568720379145,0,1,0,0,0,0,0,0,0,0
2016,0.3071593533487298,0,1,0,0,0,0,0,0,0,0
2016,0.28934624697336564,0,1,0,0,0,0,0,0,0,0
2016,0.2850412249705536,0,1,0,0,0,0,0,0,0,0
2016,0.3069767441860465,0,1,0,0,0,0,0,0,0,0
2016,0.2867557715674362,0,1,0,0,0,0,0,0,0,0
2016,0.28736964078794897,0,1,0,0,0,0,0,0,0,0
2016,0.30342384887839435,0,1,0,0,0,0,0,0,0,0
2016,0.28797083839611176,0,1,0,0,0,0,0,0,0,0
2016,0.2901734104046243,0,1,0,0,0,0,0,0,0,0
2016,0.3079625292740047,0,1,0,0,0,0,0,0,0,0
2016,0.28151774785801714,0,1,0,0,0,0,0,0,0,0
2016,0.2967667436489607,0,1,0,0,0,0,0,0,0,0
2016,0.3069767441860465,0,1,0,0,0,0,0,0,0,0
2016,0.2818955042527339,0,1,0,0,0,0,0,0,0,0
2016,0.2997685185185185,0,1,0,0,0,0,0,0,0,0
2016,0.2981220657276995,0,1,0,0,0,0,0,0,0,0
2016,0.27450980392156865,0,1,0,0,0,0,0,0,0,0
2016,0.3020594965675057,0,1,0,0,0,0,0,0,0,0
2016,0.304093567251462,0,1,0,0,0,0,0,0,0,0
2016,0.2707317073170732,0,1,0,0,0,0,0,0,0,0
2016,0.3115124153498871,0,1,0,0,0,0,0,0,0,0
2016,0.30128956623681125,0,1,0,0,0,0,0,0,0,0
2016,0.27106227106227104,0,1,0,0,0,0,0,0,0,0
2016,0.3101903695408735,0,1,0,0,0,0,0,0,0,0
2016,0.30141843971631205,0,1,0,0,0,0,0,0,0,0
2016,0.2730582524271845,0,1,0,0,0,0,0,0,0,0
2016,0.308641975308642,0,1,0,0,0,0,0,0,0,0
2016,0.3049645390070922,0,1,0,0,0,0,0,0,0,0
2016,0.2730582524271845,0,1,0,0,0,0,0,0,0,0
2016,0.3016949152542373,0,1,0,0,0,0,0,0,0,0
2016,0.30924170616113744,0,1,0,0,0,0,0,0,0,0
2016,0.2741545893719807,0,1,0,0,0,0,0,0,0,0
2016,0.3027210884353741,0,1,0,0,0,0,0,0,0,0
2016,0.3073286052009456,0,1,0,0,0,0,0,0,0,0
2016,0.2756952841596131,0,1,0,0,0,0,0,0,0,0
2016,0.3001132502831257,0,1,0,0,0,0,0,0,0,0
2016,0.30669800235017625,0,1,0,0,0,0,0,0,0,0
2016,0.2680288461538461,0,1,0,0,0,0,0,0,0,0
2016,0.3031674208144796,0,1,0,0,0,0,0,0,0,0
2016,0.3127187864644108,0,1,0,0,0,0,0,0,0,0
2016,0.2720763723150358,0,1,0,0,0,0,0,0,0,0
2016,0.3041002277904328,0,1,0,0,0,0,0,0,0,0
2016,0.3075117370892019,0,1,0,0,0,0,0,0,0,0
2016,0.2746730083234245,0,1,0,0,0,0,0,0,0,0
2016,0.2947247706422018,0,1,0,0,0,0,0,0,0,0
2016,0.31388564760793464,0,1,0,0,0,0,0,0,0,0
2016,0.2733727810650888,0,1,0,0,0,0,0,0,0,0
2016,0.2963386727688787,0,1,0,0,0,0,0,0,0,0
2016,0.31103286384976525,0,1,0,0,0,0,0,0,0,0
2016,0.2740213523131673,0,1,0,0,0,0,0,0,0,0
2016,0.30227272727272725,0,1,0,0,0,0,0,0,0,0
2016,0.30317273795534666,0,1,0,0,0,0,0,0,0,0
2016,0.2679425837320574,0,1,0,0,0,0,0,0,0,0
2016,0.3064699205448354,0,1,0,0,0,0,0,0,0,0
2016,0.2987012987012987,0,1,0,0,0,0,0,0,0,0
2016,0.26762246117084826,0,1,0,0,0,0,0,0,0,0
2016,0.3105022831050228,0,1,0,0,0,0,0,0,0,0
2016,0.2966903073286052,0,1,0,0,0,0,0,0,0,0
2016,0.2714285714285714,0,1,0,0,0,0,0,0,0,0
2016,0.31285551763367464,0,1,0,0,0,0,0,0,0,0
2016,0.2850299401197605,0,1,0,0,0,0,0,0,0,0
2016,0.27413587604290823,0,1,0,0,0,0,0,0,0,0
2016,0.30549199084668194,0,1,0,0,0,0,0,0,0,0
2016,0.2880952380952381,0,1,0,0,0,0,0,0,0,0
2016,0.2772397094430993,0,1,0,0,0,0,0,0,0,0
2016,0.30751708428246016,0,1,0,0,0,0,0,0,0,0
2016,0.2916666666666667,0,1,0,0,0,0,0,0,0,0
2016,0.2796610169491525,0,0,0,0,0,0,0,1,0,0
2016,0.3035714285714285,0,0,0,0,0,0,0,1,0,0
2016,0.3080459770114943,0,0,0,0,0,0,0,1,0,0
2016,0.2860548271752086,0,0,0,0,0,0,0,1,0,0
2016,0.2783882783882784,0,0,0,0,0,0,0,1,0,0
2016,0.3091334894613583,0,0,0,0,0,0,0,1,0,0
2016,0.2991850989522701,0,0,0,0,0,0,0,1,0,0
2016,0.28743961352657005,0,0,0,0,0,0,0,1,0,0
2016,0.3087719298245614,0,0,0,0,0,0,0,1,0,0
2016,0.29789719626168226,0,0,0,0,0,0,0,1,0,0
2016,0.28363636363636363,0,0,0,0,0,0,0,1,0,0
2016,0.313588850174216,0,0,0,0,0,0,0,1,0,0
2016,0.2981220657276995,0,0,0,0,0,0,0,1,0,0
2016,0.2770352369380316,0,0,0,0,0,0,0,1,0,0
2016,0.3163972286374134,0,0,0,0,0,0,0,1,0,0
2016,0.30186480186480186,0,0,0,0,0,0,0,1,0,0
2016,0.2669962917181706,0,0,0,0,0,0,0,1,0,0
2016,0.3230240549828179,0,0,0,0,0,0,0,1,0,0
2016,0.30105017502917153,0,0,0,0,0,0,0,1,0,0
2016,0.2636138613861386,0,0,0,0,0,0,0,1,0,0
2016,0.3218785796105384,0,0,0,0,0,0,0,1,0,0
2016,0.3063583815028902,0,0,0,0,0,0,0,1,0,0
2016,0.2654320987654321,0,0,0,0,0,0,0,1,0,0
2016,0.3249714937286203,0,0,0,0,0,0,0,1,0,0
2016,0.3008130081300813,0,0,0,0,0,0,0,1,0,0
2016,0.2584692597239649,0,0,0,0,0,0,0,1,0,0
2016,0.3284090909090909,0,0,0,0,0,0,0,1,0,0
2016,0.2968568102444703,0,0,0,0,0,0,0,1,0,0
2016,0.2550761421319797,0,0,0,0,0,0,0,1,0,0
2016,0.3288288288288289,0,0,0,0,0,0,0,1,0,0
2016,0.2998833138856476,0,0,0,0,0,0,0,1,0,0
2016,0.2566371681415929,0,0,0,0,0,0,0,1,0,0
2016,0.3314606741573033,0,0,0,0,0,0,0,1,0,0
2016,0.2994152046783626,0,0,0,0,0,0,0,1,0,0
2016,0.2575757575757576,0,0,0,0,0,0,0,1,0,0
2016,0.33221850613154963,0,0,0,0,0,0,0,1,0,0
2016,0.2957244655581948,0,0,0,0,0,0,0,1,0,0
2016,0.2675879396984925,0,0,0,0,0,0,0,1,0,0
2016,0.3281423804226919,0,0,0,0,0,0,0,1,0,0
2016,0.2974910394265233,0,0,0,0,0,0,0,1,0,0
2016,0.2722710163111669,0,0,0,0,0,0,0,1,0,0
2016,0.33,0,0,0,0,0,0,0,1,0,0
2016,0.2958083832335329,0,0,0,0,0,0,0,1,0,0
2016,0.277363184079602,0,0,0,0,0,0,0,1,0,0
2016,0.32625698324022345,0,0,0,0,0,0,0,1,0,0
2016,0.3021327014218009,0,0,0,0,0,0,0,1,0,0
2016,0.28973105134474325,0,0,0,0,0,0,0,1,0,0
2016,0.31441543700340524,0,0,0,0,0,0,0,1,0,0
2016,0.3078730904817861,0,0,0,0,0,0,0,1,0,0
2016,0.2987951807228916,0,0,0,0,0,0,0,1,0,0
2016,0.30689655172413793,0,0,0,0,0,0,0,1,0,0
2016,0.30669800235017625,0,0,0,0,0,0,0,1,0,0
2016,0.2997601918465228,0,0,0,0,0,0,0,1,0,0
2016,0.312,0,0,0,0,0,0,0,1,0,0
2016,0.29976303317535546,0,0,0,0,0,0,0,1,0,0
2016,0.2951807228915663,0,0,0,0,0,0,0,1,0,0
2016,0.31548974943052394,0,0,0,0,0,0,0,1,0,0
2016,0.2980997624703088,0,0,0,0,0,0,0,1,0,0
2016,0.2927710843373494,0,0,0,0,0,0,0,1,0,0
2016,0.31958762886597936,0,0,0,0,0,0,0,1,0,0
2016,0.2981220657276995,0,0,0,0,0,0,0,1,0,0
2016,0.3032104637336504,0,0,0,0,0,0,0,1,0,0
2016,0.3177142857142857,0,0,0,0,0,0,0,1,0,0
2016,0.294811320754717,0,0,0,0,0,0,0,1,0,0
2016,0.2970059880239521,0,0,0,0,0,0,0,1,0,0
2016,0.31257208765859285,0,0,0,0,0,0,0,1,0,0
2016,0.29612220916568743,0,0,0,0,0,0,0,1,0,0
2016,0.2961630695443645,0,0,0,0,0,0,0,1,0,0
2016,0.3139269406392694,0,0,0,0,0,0,0,1,0,0
2016,0.28825622775800713,0,0,0,0,0,0,0,1,0,0
2016,0.2967818831942789,0,0,0,0,0,0,0,1,0,0
2016,0.31776765375854216,0,0,0,0,0,0,0,1,0,0
2016,0.2869047619047619,0,0,0,0,0,0,0,1,0,0
2016,0.2955607476635514,0,0,1,0,0,0,0,0,0,0
2016,0.2539109506618532,0,0,1,0,0,0,0,0,0,0
2016,0.26262626262626265,0,0,1,0,0,0,0,0,0,0
2016,0.281437125748503,0,0,1,0,0,0,0,0,0,0
2016,0.29638273045507585,0,0,1,0,0,0,0,0,0,0
2016,0.2575574365175333,0,0,1,0,0,0,0,0,0,0
2016,0.2609238451935081,0,0,1,0,0,0,0,0,0,0
2016,0.29156908665105385,0,0,1,0,0,0,0,0,0,0
2016,0.2605042016806723,0,0,1,0,0,0,0,0,0,0
2016,0.2596754057428215,0,0,1,0,0,0,0,0,0,0
2016,0.2907385697538101,0,0,1,0,0,0,0,0,0,0
2016,0.255729794933655,0,0,1,0,0,0,0,0,0,0
2016,0.2615769712140175,0,0,1,0,0,0,0,0,0,0
2016,0.2910360884749709,0,0,1,0,0,0,0,0,0,0
2016,0.25759416767922233,0,0,1,0,0,0,0,0,0,0
2016,0.26119402985074625,0,0,1,0,0,0,0,0,0,0
2016,0.2840512223515716,0,0,1,0,0,0,0,0,0,0
2016,0.26150121065375304,0,0,1,0,0,0,0,0,0,0
2016,0.2559300873907616,0,0,1,0,0,0,0,0,0,0
2016,0.275175644028103,0,0,1,0,0,0,0,0,0,0
2016,0.2585365853658537,0,0,1,0,0,0,0,0,0,0
2016,0.25404732254047324,0,0,1,0,0,0,0,0,0,0
2016,0.2655699177438308,0,0,1,0,0,0,0,0,0,0
2016,0.2689987937273824,0,0,1,0,0,0,0,0,0,0
2016,0.2512437810945274,0,0,1,0,0,0,0,0,0,0
2016,0.26855123674911663,0,0,1,0,0,0,0,0,0,0
2016,0.2679425837320574,0,0,1,0,0,0,0,0,0,0
2016,0.2537313432835821,0,0,1,0,0,0,0,0,0,0
2016,0.2680047225501771,0,0,1,0,0,0,0,0,0,0
2016,0.27218934911242604,0,0,1,0,0,0,0,0,0,0
2016,0.2531017369727047,0,0,1,0,0,0,0,0,0,0
2016,0.2717770034843205,0,0,1,0,0,0,0,0,0,0
2016,0.2689075630252101,0,0,1,0,0,0,0,0,0,0
2016,0.2531017369727047,0,0,1,0,0,0,0,0,0,0
2016,0.2706155632984901,0,0,1,0,0,0,0,0,0,0
2016,0.2701080432172869,0,0,1,0,0,0,0,0,0,0
2016,0.2571428571428571,0,0,1,0,0,0,0,0,0,0
2016,0.2688679245283019,0,0,1,0,0,0,0,0,0,0
2016,0.2709832134292566,0,0,1,0,0,0,0,0,0,0
2016,0.2678132678132678,0,0,1,0,0,0,0,0,0,0
2016,0.26278240190249696,0,0,1,0,0,0,0,0,0,0
2016,0.2759856630824373,0,0,1,0,0,0,0,0,0,0
2016,0.2689486552567237,0,0,1,0,0,0,0,0,0,0
2016,0.267538644470868,0,0,1,0,0,0,0,0,0,0
2016,0.2706586826347305,0,0,1,0,0,0,0,0,0,0
2016,0.2772397094430993,0,0,1,0,0,0,0,0,0,0
2016,0.2699167657550535,0,0,1,0,0,0,0,0,0,0
2016,0.2737094837935174,0,0,1,0,0,0,0,0,0,0
2016,0.274818401937046,0,0,1,0,0,0,0,0,0,0
2016,0.26895734597156395,0,0,1,0,0,0,0,0,0,0
2016,0.2746987951807229,0,0,1,0,0,0,0,0,0,0
2016,0.2775757575757576,0,0,1,0,0,0,0,0,0,0
2016,0.2724014336917563,0,0,1,0,0,0,0,0,0,0
2016,0.26844014510278114,0,0,1,0,0,0,0,0,0,0
2016,0.2787878787878788,0,0,1,0,0,0,0,0,0,0
2016,0.2548780487804878,0,0,1,0,0,0,0,0,0,0
2016,0.2750301568154403,0,0,1,0,0,0,0,0,0,0
2016,0.2838323353293413,0,0,1,0,0,0,0,0,0,0
2016,0.2549019607843137,0,0,1,0,0,0,0,0,0,0
2016,0.28125,0,0,1,0,0,0,0,0,0,0
2016,0.2767749699157641,0,0,1,0,0,0,0,0,0,0
2016,0.2484548825710754,0,0,1,0,0,0,0,0,0,0
2016,0.27932285368802895,0,0,1,0,0,0,0,0,0,0
2016,0.2745803357314149,0,0,1,0,0,0,0,0,0,0
2016,0.25485436893203883,0,0,1,0,0,0,0,0,0,0
2016,0.271712158808933,0,0,1,0,0,0,0,0,0,0
2016,0.2680288461538461,0,0,1,0,0,0,0,0,0,0
2016,0.2536231884057971,0,0,1,0,0,0,0,0,0,0
2016,0.2656641604010025,0,0,1,0,0,0,0,0,0,0
2016,0.2733812949640288,0,0,1,0,0,0,0,0,0,0
2016,0.25181598062954,0,0,1,0,0,0,0,0,0,0
