G_ID,GDAY_DS,T_ID,VS_T_ID,HEADER_NO,TB_SC,CG_CK,HOLD,BF,PA,AB,HIT,H2,H3,HR,BB,IB,HP,KK,R,ER,P_WHIP_RT,INN2,WLS,SB,CS,SH,SF,GD,WP,BK,ERR
20200724NCKT0,20200724,NC,KT,0,T,0.0,1.0,154.0,39.0,33.0,6.0,1.0,0.0,1.0,6.0,0.0,0.0,10.0,2.0,1.0,0.55,27.0,W,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
20200724SKHH0,20200724,HH,SK,0,B,0.0,0.0,164.0,40.0,34.0,8.0,1.0,0.0,3.0,5.0,0.0,0.0,13.0,7.0,7.0,0.6,27.0,L,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
20200724SKHH0,20200724,SK,HH,0,T,0.0,2.0,163.0,36.0,29.0,5.0,0.0,0.0,0.0,7.0,0.0,0.0,11.0,4.0,4.0,1.0,27.0,W,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0
20200725LGOB0,20200725,OB,LG,0,B,0.0,1.0,137.0,36.0,35.0,10.0,3.0,0.0,0.0,1.0,0.0,0.0,8.0,3.0,3.0,3.0,27.0,W,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0
20200725LGOB0,20200725,LG,OB,0,T,0.0,0.0,149.0,34.0,31.0,10.0,4.0,0.0,1.0,2.0,0.0,0.0,6.0,7.0,7.0,3.0,24.0,L,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
20200725LTWO0,20200725,WO,LT,0,B,0.0,0.0,132.0,40.0,35.0,9.0,2.0,0.0,0.0,3.0,0.0,2.0,11.0,6.0,6.0,3.0,27.0,L,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20200725LTWO0,20200725,LT,WO,0,T,0.0,1.0,145.0,36.0,27.0,3.0,1.0,0.0,0.0,6.0,0.0,1.0,8.0,3.0,3.0,1.0,27.0,W,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
20200725NCKT0,20200725,KT,NC,0,B,0.0,1.0,150.0,36.0,31.0,6.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,2.0,2.0,3.0,27.0,W,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0
20200725NCKT0,20200725,NC,KT,0,T,0.0,0.0,141.0,33.0,29.0,8.0,4.0,0.0,1.0,4.0,0.0,0.0,9.0,6.0,6.0,1.71,24.0,L,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
20200725SSHT0,20200725,HT,SS,0,B,0.0,0.0,173.0,38.0,32.0,7.0,1.0,0.0,0.0,6.0,0.0,0.0,10.0,2.0,2.0,0.86,27.0,W,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20200725SSHT0,20200725,SS,HT,0,T,0.0,0.0,164.0,37.0,31.0,11.0,2.0,0.0,0.0,3.0,1.0,0.0,9.0,8.0,8.0,2.25,24.0,L,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0
20200726LGOB0,20200726,OB,LG,0,B,0.0,0.0,139.0,36.0,33.0,7.0,0.0,1.0,0.0,2.0,0.0,0.0,8.0,4.0,2.0,0.5,27.0,L,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
20200726LGOB0,20200726,LG,OB,0,T,0.0,2.0,163.0,40.0,32.0,8.0,2.0,0.0,1.0,6.0,1.0,1.0,5.0,3.0,3.0,1.33,27.0,W,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
20200726LTWO0,20200726,WO,LT,0,B,0.0,0.0,133.0,37.0,34.0,8.0,3.0,0.0,0.0,3.0,0.0,0.0,4.0,1.0,0.0,1.13,27.0,W,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
20200726LTWO0,20200726,LT,WO,0,T,0.0,0.0,150.0,40.0,35.0,13.0,4.0,0.0,0.0,4.0,1.0,1.0,5.0,8.0,8.0,1.64,24.0,L,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
20200726NCKT0,20200726,KT,NC,0,B,0.0,0.0,123.0,34.0,32.0,7.0,1.0,0.0,2.0,1.0,0.0,0.0,7.0,4.0,4.0,0.75,27.0,W,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
20200726NCKT0,20200726,NC,KT,0,T,0.0,0.0,138.0,36.0,34.0,8.0,0.0,0.0,3.0,2.0,0.0,0.0,8.0,5.0,3.0,0.75,24.0,L,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
20200726SKHH0,20200726,HH,SK,0,B,0.0,0.0,180.0,42.0,35.0,10.0,2.0,0.0,0.0,5.0,0.0,2.0,5.0,7.0,7.0,1.39,27.0,L,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
20200726SKHH0,20200726,SK,HH,0,T,0.0,2.0,174.0,38.0,34.0,8.0,2.0,0.0,1.0,4.0,0.0,0.0,8.0,4.0,4.0,1.8,27.0,W,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
20200726SSHT0,20200726,HT,SS,0,B,0.0,4.0,157.0,43.0,36.0,12.0,4.0,0.0,1.0,4.0,0.0,0.0,4.0,5.0,5.0,0.64,27.0,W,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0
20200726SSHT0,20200726,SS,HT,0,T,0.0,0.0,170.0,41.0,37.0,12.0,2.0,1.0,0.0,3.0,0.0,1.0,5.0,8.0,6.0,3.0,24.0,L,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
20200727SKHH0,20200727,HH,SK,0,B,0.0,1.0,138.0,37.0,32.0,10.0,3.0,0.0,1.0,3.0,0.0,1.0,5.0,5.0,5.0,2.0,27.0,D,1.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0
20200727SKHH0,20200727,SK,HH,0,T,0.0,0.0,156.0,35.0,29.0,5.0,3.0,0.0,0.0,5.0,0.0,0.0,5.0,5.0,5.0,2.4,27.0,D,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
20200728LGSK0,20200728,SK,LG,0,B,0.0,0.0,221.0,58.0,49.0,23.0,3.0,1.0,6.0,7.0,1.0,2.0,6.0,24.0,24.0,3.0,27.0,L,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0
20200728LGSK0,20200728,LG,SK,0,T,0.0,0.0,166.0,41.0,34.0,8.0,3.0,0.0,2.0,5.0,0.0,2.0,10.0,7.0,7.0,1.25,27.0,W,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
20200728NCLT0,20200728,LT,NC,0,B,0.0,1.0,185.0,46.0,42.0,17.0,3.0,0.0,2.0,4.0,0.0,0.0,7.0,9.0,8.0,3.0,27.0,W,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
20200728NCLT0,20200728,NC,LT,0,T,0.0,0.0,168.0,46.0,36.0,14.0,3.0,0.0,2.0,8.0,1.0,0.0,6.0,11.0,11.0,3.38,26.0,L,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
20200728WOOB0,20200728,OB,WO,0,B,0.0,0.0,166.0,43.0,34.0,8.0,2.0,0.0,1.0,5.0,1.0,2.0,6.0,6.0,5.0,1.36,27.0,L,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
20200728WOOB0,20200728,WO,OB,0,T,0.0,2.0,130.0,38.0,36.0,9.0,2.0,0.0,1.0,2.0,0.0,0.0,4.0,2.0,2.0,0.38,27.0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20200729HHSS0,20200729,SS,HH,0,B,0.0,0.0,181.0,49.0,44.0,18.0,1.0,0.0,1.0,3.0,0.0,1.0,7.0,12.0,5.0,3.0,27.0,L,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
20200729HHSS0,20200729,HH,SS,0,T,0.0,1.0,195.0,44.0,34.0,9.0,1.0,0.0,2.0,8.0,0.0,2.0,7.0,7.0,7.0,1.33,27.0,W,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
20200729LGSK0,20200729,SK,LG,0,B,0.0,0.0,179.0,45.0,36.0,13.0,0.0,0.0,3.0,8.0,0.0,1.0,7.0,11.0,11.0,2.63,27.0,L,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0
20200729LGSK0,20200729,LG,SK,0,T,0.0,1.0,146.0,44.0,40.0,14.0,1.0,0.0,4.0,3.0,0.0,1.0,5.0,6.0,6.0,1.09,27.0,W,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20200730HHSS0,20200730,SS,HH,0,B,0.0,0.0,181.0,43.0,37.0,3.0,0.0,0.0,0.0,4.0,0.0,2.0,12.0,1.0,0.0,1.5,33.0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
20200730HHSS0,20200730,HH,SS,0,T,0.0,0.0,196.0,46.0,36.0,6.0,2.0,0.0,0.0,7.0,1.0,1.0,12.0,2.0,1.0,0.64,32.0,L,3.0,0.0,2.0,0.0,0.0,3.0,0.0,1.0
20200730KTHT0,20200730,HT,KT,0,B,0.0,0.0,142.0,38.0,31.0,11.0,2.0,0.0,0.0,3.0,0.0,2.0,6.0,4.0,4.0,1.67,27.0,L,1.0,3.0,2.0,0.0,1.0,2.0,0.0,1.0
20200730KTHT0,20200730,KT,HT,0,T,0.0,1.0,136.0,36.0,33.0,8.0,3.0,0.0,0.0,1.0,0.0,1.0,8.0,1.0,1.0,0.38,27.0,W,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
20200730LGSK0,20200730,SK,LG,0,B,0.0,0.0,187.0,45.0,39.0,13.0,3.0,0.0,1.0,5.0,0.0,1.0,6.0,9.0,9.0,3.0,27.0,L,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
20200730LGSK0,20200730,LG,SK,0,T,0.0,1.0,138.0,34.0,30.0,4.0,3.0,0.0,0.0,3.0,0.0,1.0,8.0,1.0,1.0,0.86,27.0,W,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
20200730WOOB0,20200730,OB,WO,0,B,0.0,0.0,139.0,39.0,34.0,13.0,2.0,0.0,1.0,3.0,0.0,1.0,2.0,8.0,8.0,3.0,27.0,L,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
20200730WOOB0,20200730,WO,OB,0,T,0.0,3.0,141.0,41.0,36.0,10.0,0.0,0.0,2.0,3.0,0.0,1.0,8.0,5.0,5.0,0.43,27.0,W,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
20200731HHLG0,20200731,LG,HH,0,B,0.0,0.0,137.0,37.0,34.0,10.0,1.0,0.0,0.0,2.0,0.0,0.0,4.0,2.0,2.0,0.38,27.0,L,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
20200731HHLG0,20200731,HH,LG,0,T,0.0,0.0,136.0,31.0,29.0,4.0,2.0,0.0,0.0,2.0,0.0,0.0,9.0,1.0,1.0,1.2,27.0,W,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
20200731HTLT0,20200731,LT,HT,0,B,0.0,0.0,160.0,38.0,34.0,8.0,1.0,0.0,0.0,4.0,0.0,0.0,10.0,3.0,2.0,0.6,27.0,L,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
20200731HTLT0,20200731,HT,LT,0,T,0.0,0.0,130.0,36.0,33.0,6.0,2.0,0.0,0.0,3.0,0.0,0.0,5.0,2.0,1.0,0.82,27.0,W,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0
20200731OBNC0,20200731,NC,OB,0,B,0.0,0.0,180.0,44.0,39.0,14.0,2.0,0.0,1.0,4.0,0.0,0.0,8.0,7.0,7.0,1.36,27.0,W,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
20200731OBNC0,20200731,OB,NC,0,T,0.0,1.0,184.0,42.0,37.0,14.0,4.0,0.0,1.0,3.0,0.0,2.0,7.0,10.0,10.0,2.1,24.0,L,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
20200731SKKT0,20200731,KT,SK,0,B,0.0,2.0,148.0,36.0,31.0,4.0,0.0,0.0,1.0,5.0,0.0,0.0,5.0,1.0,1.0,4.5,27.0,W,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
20200731SKKT0,20200731,SK,KT,0,T,0.0,0.0,175.0,42.0,39.0,16.0,3.0,0.0,4.0,3.0,0.0,0.0,8.0,11.0,11.0,2.14,24.0,L,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20200731WOSS0,20200731,SS,WO,0,B,0.0,0.0,157.0,42.0,36.0,10.0,2.0,0.0,3.0,6.0,0.0,0.0,7.0,10.0,10.0,3.43,27.0,L,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
20200731WOSS0,20200731,WO,SS,0,T,0.0,3.0,151.0,40.0,35.0,8.0,1.0,0.0,0.0,3.0,1.0,2.0,5.0,3.0,3.0,1.13,27.0,W,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
20200801HHLG0,20200801,LG,HH,0,B,0.0,1.0,167.0,40.0,34.0,8.0,2.0,0.0,1.0,5.0,0.0,1.0,8.0,6.0,6.0,2.57,27.0,W,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
20200801HHLG0,20200801,HH,LG,0,T,0.0,0.0,161.0,41.0,39.0,15.0,3.0,0.0,0.0,1.0,0.0,1.0,7.0,9.0,7.0,4.0,24.0,L,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
20200801HTLT0,20200801,LT,HT,0,B,0.0,0.0,147.0,36.0,34.0,9.0,2.0,0.0,1.0,2.0,0.0,0.0,9.0,3.0,3.0,1.0,27.0,W,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
20200801HTLT0,20200801,HT,LT,0,T,0.0,0.0,134.0,37.0,31.0,10.0,3.0,0.0,2.0,5.0,0.0,0.0,3.0,7.0,6.0,0.5,24.0,L,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0
20200801OBNC0,20200801,NC,OB,0,B,0.0,0.0,186.0,51.0,45.0,17.0,2.0,1.0,0.0,4.0,1.0,0.0,9.0,12.0,11.0,4.71,30.0,L,2.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0
20200801OBNC0,20200801,OB,NC,0,T,0.0,1.0,189.0,52.0,45.0,15.0,4.0,0.0,2.0,7.0,0.0,0.0,8.0,10.0,9.0,2.67,30.0,W,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20200801SKKT0,20200801,KT,SK,0,B,0.0,0.0,135.0,34.0,32.0,6.0,1.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.6,27.0,W,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
20200801SKKT0,20200801,SK,KT,0,T,0.0,0.0,135.0,41.0,36.0,13.0,1.0,1.0,3.0,5.0,0.0,0.0,2.0,11.0,11.0,0.67,24.0,L,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
20200801WOSS0,20200801,SS,WO,0,B,0.0,0.0,246.0,62.0,48.0,23.0,7.0,0.0,1.0,11.0,0.0,1.0,6.0,22.0,21.0,4.29,27.0,L,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
20200801WOSS0,20200801,WO,SS,0,T,0.0,1.0,185.0,40.0,34.0,8.0,4.0,0.0,0.0,4.0,0.0,2.0,8.0,7.0,6.0,6.0,27.0,W,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20200802HTLT0,20200802,LT,HT,0,B,0.0,0.0,124.0,32.0,30.0,4.0,2.0,0.0,0.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,27.0,W,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
20200802HTLT0,20200802,HT,LT,0,T,0.0,0.0,161.0,39.0,34.0,11.0,4.0,0.0,0.0,4.0,0.0,0.0,6.0,8.0,7.0,3.0,24.0,L,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
20200802OBNC0,20200802,NC,OB,0,B,0.0,0.0,201.0,51.0,48.0,15.0,5.0,0.0,0.0,2.0,0.0,0.0,8.0,7.0,6.0,1.33,36.0,L,2.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0
20200802OBNC0,20200802,OB,NC,0,T,0.0,0.0,182.0,47.0,42.0,8.0,1.0,0.0,2.0,3.0,0.0,2.0,10.0,4.0,4.0,0.67,36.0,W,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
20200802WOSS0,20200802,SS,WO,0,B,0.0,2.0,141.0,41.0,38.0,10.0,2.0,0.0,0.0,2.0,1.0,0.0,4.0,4.0,4.0,1.8,30.0,L,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0
20200802WOSS0,20200802,WO,SS,0,T,0.0,0.0,149.0,41.0,39.0,10.0,1.0,0.0,1.0,2.0,0.0,0.0,8.0,2.0,2.0,1.0,30.0,W,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20200804KTWO0,20200804,WO,KT,0,B,0.0,1.0,143.0,38.0,32.0,11.0,1.0,0.0,0.0,4.0,0.0,0.0,9.0,4.0,4.0,0.69,27.0,L,1.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0
20200804KTWO0,20200804,KT,WO,0,T,0.0,3.0,154.0,38.0,34.0,10.0,0.0,0.0,1.0,3.0,0.0,0.0,7.0,2.0,2.0,1.0,27.0,W,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
20200804LGHT0,20200804,HT,LG,0,B,0.0,0.0,184.0,47.0,41.0,16.0,1.0,2.0,3.0,5.0,0.0,1.0,9.0,15.0,15.0,4.5,27.0,L,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
20200804LGHT0,20200804,LG,HT,0,T,0.0,1.0,146.0,40.0,36.0,8.0,1.0,0.0,1.0,4.0,0.0,0.0,10.0,5.0,3.0,1.5,27.0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20200804LTSK0,20200804,SK,LT,0,B,0.0,0.0,170.0,46.0,41.0,15.0,3.0,0.0,1.0,4.0,0.0,1.0,2.0,8.0,8.0,3.0,27.0,L,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
20200804LTSK0,20200804,LT,SK,0,T,0.0,0.0,120.0,33.0,31.0,6.0,1.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,1.5,27.0,W,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
20200804SSOB0,20200804,OB,SS,0,B,0.0,0.0,166.0,41.0,34.0,7.0,2.0,0.0,1.0,6.0,1.0,1.0,10.0,6.0,6.0,2.5,27.0,L,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
20200804SSOB0,20200804,SS,OB,0,T,0.0,3.0,138.0,37.0,36.0,9.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,3.0,2.0,0.0,27.0,W,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
20200805KTWO0,20200805,WO,KT,0,B,0.0,1.0,128.0,36.0,34.0,10.0,1.0,0.0,1.0,1.0,0.0,1.0,3.0,3.0,2.0,1.5,27.0,W,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
20200805KTWO0,20200805,KT,WO,0,T,0.0,0.0,183.0,46.0,40.0,15.0,2.0,0.0,1.0,5.0,0.0,1.0,7.0,12.0,7.0,3.3,24.0,L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20200805LGHT0,20200805,HT,LG,0,B,0.0,0.0,161.0,41.0,35.0,11.0,3.0,0.0,2.0,5.0,0.0,0.0,10.0,6.0,6.0,3.0,27.0,L,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0
20200805LGHT0,20200805,LG,HT,0,T,0.0,3.0,151.0,38.0,35.0,9.0,1.0,0.0,0.0,2.0,0.0,0.0,11.0,4.0,4.0,4.0,27.0,W,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
20200805NCHH0,20200805,HH,NC,0,B,0.0,1.0,164.0,43.0,30.0,6.0,0.0,1.0,0.0,9.0,1.0,2.0,4.0,5.0,5.0,1.25,27.0,W,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
20200805NCHH0,20200805,NC,HH,0,T,0.0,0.0,158.0,43.0,33.0,12.0,2.0,0.0,1.0,5.0,0.0,2.0,5.0,8.0,7.0,1.09,24.0,L,0.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0
20200805SSOB0,20200805,OB,SS,0,B,0.0,0.0,155.0,40.0,34.0,12.0,2.0,0.0,0.0,4.0,2.0,0.0,4.0,2.0,1.0,1.36,25.0,D,1.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0
20200805SSOB0,20200805,SS,OB,0,T,0.0,0.0,130.0,32.0,28.0,4.0,0.0,0.0,0.0,3.0,0.0,1.0,4.0,2.0,0.0,1.0,24.0,D,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20200806SKWO0,20200806,WO,SK,0,B,0.0,2.0,122.0,34.0,32.0,4.0,1.0,0.0,1.0,2.0,0.0,0.0,9.0,2.0,2.0,0.0,27.0,W,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
20200806SKWO0,20200806,SK,WO,0,T,0.0,0.0,150.0,39.0,33.0,6.0,0.0,0.0,2.0,4.0,0.0,2.0,6.0,8.0,6.0,6.0,27.0,L,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
20200806LGHT0,20200806,HT,LG,0,B,0.0,0.0,110.0,30.0,28.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,1.0,1.0,0.0,27.0,W,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
20200806LGHT0,20200806,LG,HT,0,T,0.0,0.0,177.0,42.0,35.0,12.0,3.0,0.0,4.0,6.0,0.0,1.0,8.0,13.0,13.0,2.33,24.0,L,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
20200806LTSK0,20200806,SK,LT,0,B,0.0,0.0,150.0,39.0,33.0,6.0,0.0,0.0,2.0,4.0,0.0,2.0,6.0,8.0,6.0,6.0,27.0,L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20200806LTSK0,20200806,LT,SK,0,T,0.0,0.0,113.0,35.0,33.0,8.0,1.0,0.0,1.0,1.0,0.0,0.0,8.0,2.0,2.0,0.0,27.0,W,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
20200806NCHH0,20200806,HH,NC,0,B,0.0,0.0,173.0,39.0,32.0,8.0,1.0,0.0,2.0,7.0,0.0,0.0,4.0,4.0,4.0,1.29,27.0,L,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
20200806NCHH0,20200806,NC,HH,0,T,0.0,3.0,154.0,34.0,29.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,6.0,1.0,1.0,0.5,27.0,W,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
20200806SSOB0,20200806,OB,SS,0,B,0.0,2.0,172.0,40.0,38.0,11.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,2.0,2.0,0.33,27.0,W,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
