YEAR,PCT,HH,HT,KT,LG,LT,NC,OB,SK,SS,WO
2016,0.7391304347826086,0,0,0,0,0,1,0,0,0,0
2016,0.5833333333333334,0,0,0,0,0,1,0,0,0,0
2016,0.5,0,0,0,0,0,1,0,0,0,0
2016,0.5217391304347826,0,1,0,0,0,0,0,0,0,0
2016,0.4583333333333333,0,1,0,0,0,0,0,0,0,0
2016,0.5833333333333334,0,1,0,0,0,0,0,0,0,0
2016,0.5,0,1,0,0,0,0,0,0,0,0
2016,0.4782608695652174,0,1,0,0,0,0,0,0,0,0
2016,0.4583333333333333,0,1,0,0,0,0,0,0,0,0
2016,0.5833333333333334,0,1,0,0,0,0,0,0,0,0
2016,0.43478260869565216,0,1,0,0,0,0,0,0,0,0
2016,0.4583333333333333,0,1,0,0,0,0,0,0,0,0
2016,0.625,0,1,0,0,0,0,0,0,0,0
2016,0.43478260869565216,0,1,0,0,0,0,0,0,0,0
2016,0.4583333333333333,0,1,0,0,0,0,0,0,0,0
2016,0.625,0,1,0,0,0,0,0,0,0,0
2016,0.43478260869565216,0,1,0,0,0,0,0,0,0,0
2016,0.5,0,1,0,0,0,0,0,0,0,0
2016,0.625,0,1,0,0,0,0,0,0,0,0
2016,0.43478260869565216,0,1,0,0,0,0,0,0,0,0
2016,0.5416666666666666,0,1,0,0,0,0,0,0,0,0
2016,0.5833333333333334,0,1,0,0,0,0,0,0,0,0
2016,0.43478260869565216,0,1,0,0,0,0,0,0,0,0
2016,0.5416666666666666,0,1,0,0,0,0,0,0,0,0
2016,0.5416666666666666,0,1,0,0,0,0,0,0,0,0
2016,0.43478260869565216,0,1,0,0,0,0,0,0,0,0
2016,0.5,0,1,0,0,0,0,0,0,0,0
2016,0.5833333333333334,0,1,0,0,0,0,0,0,0,0
2016,0.39130434782608703,0,1,0,0,0,0,0,0,0,0
2016,0.5416666666666666,0,1,0,0,0,0,0,0,0,0
2016,0.5416666666666666,0,1,0,0,0,0,0,0,0,0
2016,0.3478260869565217,0,1,0,0,0,0,0,0,0,0
2016,0.5416666666666666,0,1,0,0,0,0,0,0,0,0
2016,0.5833333333333334,0,1,0,0,0,0,0,0,0,0
2016,0.3043478260869565,0,1,0,0,0,0,0,0,0,0
2016,0.5833333333333334,0,1,0,0,0,0,0,0,0,0
2016,0.5833333333333334,0,1,0,0,0,0,0,0,0,0
2016,0.3043478260869565,0,1,0,0,0,0,0,0,0,0
2016,0.5833333333333334,0,1,0,0,0,0,0,0,0,0
2016,0.5833333333333334,0,1,0,0,0,0,0,0,0,0
2016,0.3043478260869565,0,1,0,0,0,0,0,0,0,0
2016,0.625,0,1,0,0,0,0,0,0,0,0
2016,0.5416666666666666,0,1,0,0,0,0,0,0,0,0
2016,0.3478260869565217,0,1,0,0,0,0,0,0,0,0
2016,0.5833333333333334,0,1,0,0,0,0,0,0,0,0
2016,0.5416666666666666,0,1,0,0,0,0,0,0,0,0
2016,0.3043478260869565,0,1,0,0,0,0,0,0,0,0
2016,0.5833333333333334,0,1,0,0,0,0,0,0,0,0
2016,0.5833333333333334,0,1,0,0,0,0,0,0,0,0
2016,0.3478260869565217,0,1,0,0,0,0,0,0,0,0
2016,0.5833333333333334,0,1,0,0,0,0,0,0,0,0
2016,0.5833333333333334,0,1,0,0,0,0,0,0,0,0
2016,0.3478260869565217,0,1,0,0,0,0,0,0,0,0
2016,0.5416666666666666,0,1,0,0,0,0,0,0,0,0
2016,0.5833333333333334,0,1,0,0,0,0,0,0,0,0
2016,0.3043478260869565,0,1,0,0,0,0,0,0,0,0
2016,0.5416666666666666,0,1,0,0,0,0,0,0,0,0
2016,0.5833333333333334,0,1,0,0,0,0,0,0,0,0
2016,0.3478260869565217,0,1,0,0,0,0,0,0,0,0
2016,0.5416666666666666,0,1,0,0,0,0,0,0,0,0
2016,0.5833333333333334,0,1,0,0,0,0,0,0,0,0
2016,0.3478260869565217,0,1,0,0,0,0,0,0,0,0
2016,0.5416666666666666,0,1,0,0,0,0,0,0,0,0
2016,0.5833333333333334,0,1,0,0,0,0,0,0,0,0
2016,0.39130434782608703,0,1,0,0,0,0,0,0,0,0
2016,0.5416666666666666,0,1,0,0,0,0,0,0,0,0
2016,0.5833333333333334,0,1,0,0,0,0,0,0,0,0
2016,0.43478260869565216,0,1,0,0,0,0,0,0,0,0
2016,0.5416666666666666,0,1,0,0,0,0,0,0,0,0
2016,0.5416666666666666,0,1,0,0,0,0,0,0,0,0
2016,0.4782608695652174,0,1,0,0,0,0,0,0,0,0
2016,0.5416666666666666,0,1,0,0,0,0,0,0,0,0
2016,0.5,0,1,0,0,0,0,0,0,0,0
2016,0.5,0,1,0,0,0,0,0,0,0,0
2016,0.5416666666666666,0,1,0,0,0,0,0,0,0,0
2016,0.5,0,1,0,0,0,0,0,0,0,0
2016,0.4166666666666667,0,0,0,0,0,0,0,1,0,0
2016,0.4583333333333333,0,0,0,0,0,0,0,1,0,0
2016,0.4583333333333333,0,0,0,0,0,0,0,1,0,0
2016,0.4583333333333333,0,0,0,0,0,0,0,1,0,0
2016,0.375,0,0,0,0,0,0,0,1,0,0
2016,0.5,0,0,0,0,0,0,0,1,0,0
2016,0.4166666666666667,0,0,0,0,0,0,0,1,0,0
2016,0.4166666666666667,0,0,0,0,0,0,0,1,0,0
2016,0.5,0,0,0,0,0,0,0,1,0,0
2016,0.4166666666666667,0,0,0,0,0,0,0,1,0,0
2016,0.4166666666666667,0,0,0,0,0,0,0,1,0,0
2016,0.5,0,0,0,0,0,0,0,1,0,0
2016,0.4166666666666667,0,0,0,0,0,0,0,1,0,0
2016,0.375,0,0,0,0,0,0,0,1,0,0
2016,0.5416666666666666,0,0,0,0,0,0,0,1,0,0
2016,0.4166666666666667,0,0,0,0,0,0,0,1,0,0
2016,0.3333333333333333,0,0,0,0,0,0,0,1,0,0
2016,0.5833333333333334,0,0,0,0,0,0,0,1,0,0
2016,0.4166666666666667,0,0,0,0,0,0,0,1,0,0
2016,0.3333333333333333,0,0,0,0,0,0,0,1,0,0
2016,0.5833333333333334,0,0,0,0,0,0,0,1,0,0
2016,0.4166666666666667,0,0,0,0,0,0,0,1,0,0
2016,0.2916666666666667,0,0,0,0,0,0,0,1,0,0
2016,0.5833333333333334,0,0,0,0,0,0,0,1,0,0
2016,0.4166666666666667,0,0,0,0,0,0,0,1,0,0
2016,0.2916666666666667,0,0,0,0,0,0,0,1,0,0
2016,0.625,0,0,0,0,0,0,0,1,0,0
2016,0.375,0,0,0,0,0,0,0,1,0,0
2016,0.3333333333333333,0,0,0,0,0,0,0,1,0,0
2016,0.5833333333333334,0,0,0,0,0,0,0,1,0,0
2016,0.4166666666666667,0,0,0,0,0,0,0,1,0,0
2016,0.3333333333333333,0,0,0,0,0,0,0,1,0,0
2016,0.5833333333333334,0,0,0,0,0,0,0,1,0,0
2016,0.4583333333333333,0,0,0,0,0,0,0,1,0,0
2016,0.2916666666666667,0,0,0,0,0,0,0,1,0,0
2016,0.625,0,0,0,0,0,0,0,1,0,0
2016,0.4583333333333333,0,0,0,0,0,0,0,1,0,0
2016,0.2916666666666667,0,0,0,0,0,0,0,1,0,0
2016,0.625,0,0,0,0,0,0,0,1,0,0
2016,0.5,0,0,0,0,0,0,0,1,0,0
2016,0.3333333333333333,0,0,0,0,0,0,0,1,0,0
2016,0.625,0,0,0,0,0,0,0,1,0,0
2016,0.4583333333333333,0,0,0,0,0,0,0,1,0,0
2016,0.3333333333333333,0,0,0,0,0,0,0,1,0,0
2016,0.625,0,0,0,0,0,0,0,1,0,0
2016,0.4583333333333333,0,0,0,0,0,0,0,1,0,0
2016,0.3333333333333333,0,0,0,0,0,0,0,1,0,0
2016,0.5833333333333334,0,0,0,0,0,0,0,1,0,0
2016,0.4583333333333333,0,0,0,0,0,0,0,1,0,0
2016,0.375,0,0,0,0,0,0,0,1,0,0
2016,0.5416666666666666,0,0,0,0,0,0,0,1,0,0
2016,0.4583333333333333,0,0,0,0,0,0,0,1,0,0
2016,0.4166666666666667,0,0,0,0,0,0,0,1,0,0
2016,0.5416666666666666,0,0,0,0,0,0,0,1,0,0
2016,0.4583333333333333,0,0,0,0,0,0,0,1,0,0
2016,0.375,0,0,0,0,0,0,0,1,0,0
2016,0.5416666666666666,0,0,0,0,0,0,0,1,0,0
2016,0.4583333333333333,0,0,0,0,0,0,0,1,0,0
2016,0.375,0,0,0,0,0,0,0,1,0,0
2016,0.5833333333333334,0,0,0,0,0,0,0,1,0,0
2016,0.4166666666666667,0,0,0,0,0,0,0,1,0,0
2016,0.4166666666666667,0,0,0,0,0,0,0,1,0,0
2016,0.5833333333333334,0,0,0,0,0,0,0,1,0,0
2016,0.4166666666666667,0,0,0,0,0,0,0,1,0,0
2016,0.4166666666666667,0,0,0,0,0,0,0,1,0,0
2016,0.5416666666666666,0,0,0,0,0,0,0,1,0,0
2016,0.4583333333333333,0,0,0,0,0,0,0,1,0,0
2016,0.4166666666666667,0,0,0,0,0,0,0,1,0,0
2016,0.5,0,0,0,0,0,0,0,1,0,0
2016,0.4583333333333333,0,0,0,0,0,0,0,1,0,0
2016,0.4166666666666667,0,0,0,0,0,0,0,1,0,0
2016,0.5,0,0,0,0,0,0,0,1,0,0
2016,0.4583333333333333,0,0,0,0,0,0,0,1,0,0
2016,0.3636363636363637,0,0,1,0,0,0,0,0,0,0
2016,0.4166666666666667,0,0,1,0,0,0,0,0,0,0
2016,0.375,0,0,1,0,0,0,0,0,0,0
2016,0.3333333333333333,0,0,1,0,0,0,0,0,0,0
2016,0.3181818181818182,0,0,1,0,0,0,0,0,0,0
2016,0.4583333333333333,0,0,1,0,0,0,0,0,0,0
2016,0.3333333333333333,0,0,1,0,0,0,0,0,0,0
2016,0.3181818181818182,0,0,1,0,0,0,0,0,0,0
2016,0.4583333333333333,0,0,1,0,0,0,0,0,0,0
2016,0.3333333333333333,0,0,1,0,0,0,0,0,0,0
2016,0.3636363636363637,0,0,1,0,0,0,0,0,0,0
2016,0.4166666666666667,0,0,1,0,0,0,0,0,0,0
2016,0.3333333333333333,0,0,1,0,0,0,0,0,0,0
2016,0.4090909090909091,0,0,1,0,0,0,0,0,0,0
2016,0.375,0,0,1,0,0,0,0,0,0,0
2016,0.3333333333333333,0,0,1,0,0,0,0,0,0,0
2016,0.3636363636363637,0,0,1,0,0,0,0,0,0,0
2016,0.4166666666666667,0,0,1,0,0,0,0,0,0,0
2016,0.2916666666666667,0,0,1,0,0,0,0,0,0,0
2016,0.3636363636363637,0,0,1,0,0,0,0,0,0,0
2016,0.4166666666666667,0,0,1,0,0,0,0,0,0,0
2016,0.25,0,0,1,0,0,0,0,0,0,0
2016,0.3181818181818182,0,0,1,0,0,0,0,0,0,0
2016,0.4166666666666667,0,0,1,0,0,0,0,0,0,0
2016,0.2916666666666667,0,0,1,0,0,0,0,0,0,0
2016,0.3636363636363637,0,0,1,0,0,0,0,0,0,0
2016,0.375,0,0,1,0,0,0,0,0,0,0
2016,0.3333333333333333,0,0,1,0,0,0,0,0,0,0
2016,0.3636363636363637,0,0,1,0,0,0,0,0,0,0
2016,0.375,0,0,1,0,0,0,0,0,0,0
2016,0.3333333333333333,0,0,1,0,0,0,0,0,0,0
2016,0.3636363636363637,0,0,1,0,0,0,0,0,0,0
2016,0.3333333333333333,0,0,1,0,0,0,0,0,0,0
2016,0.3333333333333333,0,0,1,0,0,0,0,0,0,0
2016,0.3181818181818182,0,0,1,0,0,0,0,0,0,0
2016,0.375,0,0,1,0,0,0,0,0,0,0
2016,0.3333333333333333,0,0,1,0,0,0,0,0,0,0
2016,0.3043478260869565,0,0,1,0,0,0,0,0,0,0
2016,0.375,0,0,1,0,0,0,0,0,0,0
2016,0.3333333333333333,0,0,1,0,0,0,0,0,0,0
2016,0.3478260869565217,0,0,1,0,0,0,0,0,0,0
2016,0.375,0,0,1,0,0,0,0,0,0,0
2016,0.2916666666666667,0,0,1,0,0,0,0,0,0,0
2016,0.39130434782608703,0,0,1,0,0,0,0,0,0,0
2016,0.3333333333333333,0,0,1,0,0,0,0,0,0,0
2016,0.3333333333333333,0,0,1,0,0,0,0,0,0,0
2016,0.39130434782608703,0,0,1,0,0,0,0,0,0,0
2016,0.375,0,0,1,0,0,0,0,0,0,0
2016,0.2916666666666667,0,0,1,0,0,0,0,0,0,0
2016,0.39130434782608703,0,0,1,0,0,0,0,0,0,0
2016,0.375,0,0,1,0,0,0,0,0,0,0
2016,0.3333333333333333,0,0,1,0,0,0,0,0,0,0
2016,0.375,0,0,1,0,0,0,0,0,0,0
2016,0.375,0,0,1,0,0,0,0,0,0,0
2016,0.3333333333333333,0,0,1,0,0,0,0,0,0,0
2016,0.3333333333333333,0,0,1,0,0,0,0,0,0,0
2016,0.375,0,0,1,0,0,0,0,0,0,0
2016,0.375,0,0,1,0,0,0,0,0,0,0
2016,0.375,0,0,1,0,0,0,0,0,0,0
2016,0.375,0,0,1,0,0,0,0,0,0,0
2016,0.3333333333333333,0,0,1,0,0,0,0,0,0,0
2016,0.4166666666666667,0,0,1,0,0,0,0,0,0,0
2016,0.375,0,0,1,0,0,0,0,0,0,0
2016,0.2916666666666667,0,0,1,0,0,0,0,0,0,0
2016,0.4583333333333333,0,0,1,0,0,0,0,0,0,0
2016,0.375,0,0,1,0,0,0,0,0,0,0
2016,0.25,0,0,1,0,0,0,0,0,0,0
2016,0.4166666666666667,0,0,1,0,0,0,0,0,0,0
2016,0.375,0,0,1,0,0,0,0,0,0,0
2016,0.25,0,0,1,0,0,0,0,0,0,0
2016,0.4166666666666667,0,0,1,0,0,0,0,0,0,0
2016,0.375,0,0,1,0,0,0,0,0,0,0
2016,0.2916666666666667,0,0,1,0,0,0,0,0,0,0
2016,0.5833333333333334,0,0,0,0,0,0,0,0,0,1
2016,0.5,0,0,0,0,0,0,0,0,0,1
2016,0.6666666666666666,0,0,0,0,0,0,0,0,0,1
2016,0.625,0,0,0,0,0,0,0,0,0,1
2016,0.5416666666666666,0,0,0,0,0,0,0,0,0,1
2016,0.5416666666666666,0,0,0,0,0,0,0,0,0,1
2016,0.6666666666666666,0,0,0,0,0,0,0,0,0,1
2016,0.5416666666666666,0,0,0,0,0,0,0,0,0,1
2016,0.5416666666666666,0,0,0,0,0,0,0,0,0,1
2016,0.625,0,0,0,0,0,0,0,0,0,1
2016,0.5,0,0,0,0,0,0,0,0,0,1
2016,0.5833333333333334,0,0,0,0,0,0,0,0,0,1
2016,0.5833333333333334,0,0,0,0,0,0,0,0,0,1
